M1,M2,M3,M4,M5,M6,M7,M8,M1M1,M1M2,M1M3,M1M4,M1M5,M1M6,M1M7,M1M8,M2M1,M2M2,M2M3,M2M4,M2M5,M2M6,M2M7,M2M8,M3M1,M3M2,M3M3,M3M4,M3M5,M3M6,M3M7,M3M8,M4M1,M4M2,M4M3,M4M4,M4M5,M4M6,M4M7,M4M8,M5M1,M5M2,M5M3,M5M4,M5M5,M5M6,M5M7,M5M8,M6M1,M6M2,M6M3,M6M4,M6M5,M6M6,M6M7,M6M8,M7M1,M7M2,M7M3,M7M4,M7M5,M7M6,M7M7,M7M8,M8M1,M8M2,M8M3,M8M4,M8M5,M8M6,M8M7,M8M8,target
8.053927217003306,-2.5346365579584145,7177.191134837933,521.8371020280126,51.29409973466987,-54.447041779603836,943.1003639000332,-4214.25275923678,465.35599492458607,-372.2259053086501,159384.04839725106,10141.215043797423,2217.3084181111176,-2293.141308295492,23384.153318977027,-140890.8550320394,-372.2259053086501,188.19562806657996,-251356.62307939914,-17820.107248654807,-2135.725134158619,2247.9763324181363,-33796.980135218386,162477.0403430238,159384.04839725106,-251356.62307939914,-85487302.1375407,-7505275.846162557,349883.721817802,-317511.5024819671,-9058227.890367582,8040508.2557261735,10141.215043797423,-17820.107248654807,-7505275.846162557,-639461.8063726668,16222.057647708985,-13301.786573611927,-828071.4003631714,1341878.1723142238,2217.3084181111176,-2135.725134158619,349883.721817802,16222.057647708985,9367.551743994734,-9558.2932731839,61519.98893787666,-506718.8380932029,-2293.141308295492,2247.9763324181363,-317511.5024819671,-13301.786573611927,-9558.2932731839,9737.09029672758,-58221.68374213308,506229.5918372818,23384.153318977027,-33796.980135218386,-9058227.890367582,-828071.4003631714,61519.98893787666,-58221.68374213308,-904471.3753488599,-220565.63367256644,-140890.8550320394,162477.0403430238,8040508.2557261735,1341878.1723142238,-506718.8380932029,506229.5918372818,-220565.63367256644,20031299.634001877,1.0
-8.053927217003306,2.5346365579584145,-7177.191134837933,-521.8371020280126,-51.29409973466987,54.447041779603836,-943.1003639000332,4214.25275923678,-465.35599492458607,372.2259053086501,-159384.04839725106,-10141.215043797423,-2217.3084181111176,2293.141308295492,-23384.153318977027,140890.8550320394,372.2259053086501,-188.19562806657996,251356.62307939914,17820.107248654807,2135.725134158619,-2247.9763324181363,33796.980135218386,-162477.0403430238,-159384.04839725106,251356.62307939914,85487302.1375407,7505275.846162557,-349883.721817802,317511.5024819671,9058227.890367582,-8040508.2557261735,-10141.215043797423,17820.107248654807,7505275.846162557,639461.8063726668,-16222.057647708985,13301.786573611927,828071.4003631714,-1341878.1723142238,-2217.3084181111176,2135.725134158619,-349883.721817802,-16222.057647708985,-9367.551743994734,9558.2932731839,-61519.98893787666,506718.8380932029,2293.141308295492,-2247.9763324181363,317511.5024819671,13301.786573611927,9558.2932731839,-9737.09029672758,58221.68374213308,-506229.5918372818,-23384.153318977027,33796.980135218386,9058227.890367582,828071.4003631714,-61519.98893787666,58221.68374213308,904471.3753488599,220565.63367256644,140890.8550320394,-162477.0403430238,-8040508.2557261735,-1341878.1723142238,506718.8380932029,-506229.5918372818,220565.63367256644,-20031299.634001877,-1.0
29.792516210798283,-35.05543127632123,-2363.333318944577,1845.623069976471,94.77842999064418,-90.35172365741566,1325.1233749087414,-3676.064077727647,1073.7646187991472,-1253.326112048863,-77899.70144084659,-4713.9679539243125,3780.640329616211,-3757.343823188421,3902.837599822325,-145067.57892785248,-1253.326112048863,1462.8195714506837,90857.96126858183,6173.716556092754,-4416.299775862637,4390.3917789206525,-4142.097031448471,169445.2200795414,-77899.70144084659,90857.96126858183,5602150.913779083,824820.3015604554,-276750.6381124994,275984.0361377943,14124.119459053874,10609642.674001837,-4713.9679539243125,6173.716556092754,824820.3015604554,-4704845.703943107,7595.857410350807,-16736.75436692028,-2926545.094466344,-197484.63135041064,3780.640329616211,-4416.299775862637,-276750.6381124994,7595.857410350807,13187.472843996537,-13059.172622939392,28636.90426988535,-506499.8497623077,-3757.343823188421,4390.3917789206525,275984.0361377943,-16736.75436692028,-13059.172622939392,12914.08951828001,-34117.10821276732,501756.5725807045,3902.837599822325,-4142.097031448471,14124.119459053874,-2926545.094466344,28636.90426988535,-34117.10821276732,-1777074.508449489,-1040971.6808893671,-145067.57892785248,169445.2200795414,10609642.674001837,-197484.63135041064,-506499.8497623077,501756.5725807045,-1040971.6808893671,19451582.787837714,1.0
-29.792516210798283,35.05543127632123,2363.333318944577,-1845.623069976471,-94.77842999064418,90.35172365741566,-1325.1233749087414,3676.064077727647,-1073.7646187991472,1253.326112048863,77899.70144084659,4713.9679539243125,-3780.640329616211,3757.343823188421,-3902.837599822325,145067.57892785248,1253.326112048863,-1462.8195714506837,-90857.96126858183,-6173.716556092754,4416.299775862637,-4390.3917789206525,4142.097031448471,-169445.2200795414,77899.70144084659,-90857.96126858183,-5602150.913779083,-824820.3015604554,276750.6381124994,-275984.0361377943,-14124.119459053874,-10609642.674001837,4713.9679539243125,-6173.716556092754,-824820.3015604554,4704845.703943107,-7595.857410350807,16736.75436692028,2926545.094466344,197484.63135041064,-3780.640329616211,4416.299775862637,276750.6381124994,-7595.857410350807,-13187.472843996537,13059.172622939392,-28636.90426988535,506499.8497623077,3757.343823188421,-4390.3917789206525,-275984.0361377943,16736.75436692028,13059.172622939392,-12914.08951828001,34117.10821276732,-501756.5725807045,-3902.837599822325,4142.097031448471,-14124.119459053874,2926545.094466344,-28636.90426988535,34117.10821276732,1777074.508449489,1040971.6808893671,145067.57892785248,-169445.2200795414,-10609642.674001837,197484.63135041064,506499.8497623077,-501756.5725807045,1040971.6808893671,-19451582.787837714,-1.0
-57.31386362346653,41.66423744722907,5806.759186296233,1473.7768275075005,90.37746148057947,-87.00521839657412,728.7093454310943,-3916.665778806835,-7058.076261383766,5959.798064797429,659604.2674533968,153142.20760666524,1451.4484319920175,-1165.3774984932352,66208.84397452328,-96423.559249823,5959.798064797429,-4935.063332446286,-563482.4641735742,-132641.97682195273,-2362.2710560977357,2105.5389205251095,-58669.86224763678,126742.29300957648,659604.2674533968,-563482.4641735742,-61206361.18004968,-14088858.045021532,-59559.51418726501,33840.86918338886,-6002493.875286692,5977450.671693167,153142.20760666524,-132641.97682195273,-14088858.045021532,-3208920.2368203006,7382.247284162637,-13070.243793432164,-1342049.2546542587,542079.5956651494,1451.4484319920175,-2362.2710560977357,-59559.51418726501,7382.247284162637,12972.87035021736,-12854.516073255261,18650.069055627468,-509340.9119555591,-1165.3774984932352,2105.5389205251095,33840.86918338886,-13070.243793432164,-12854.516073255261,12726.932584616874,-20902.810469651584,506184.22428394906,66208.84397452328,-58669.86224763678,-6002493.875286692,-1342049.2546542587,18650.069055627468,-20902.810469651584,-542632.9827961298,-382016.2160657473,-96423.559249823,126742.29300957648,5977450.671693167,542079.5956651494,-509340.9119555591,506184.22428394906,-382016.2160657473,19782349.93208899,1.0
57.31386362346653,-41.66423744722907,-5806.759186296233,-1473.7768275075005,-90.37746148057947,87.00521839657412,-728.7093454310943,3916.665778806835,7058.076261383766,-5959.798064797429,-659604.2674533968,-153142.20760666524,-1451.4484319920175,1165.3774984932352,-66208.84397452328,96423.559249823,-5959.798064797429,4935.063332446286,563482.4641735742,132641.97682195273,2362.2710560977357,-2105.5389205251095,58669.86224763678,-126742.29300957648,-659604.2674533968,563482.4641735742,61206361.18004968,14088858.045021532,59559.51418726501,-33840.86918338886,6002493.875286692,-5977450.671693167,-153142.20760666524,132641.97682195273,14088858.045021532,3208920.2368203006,-7382.247284162637,13070.243793432164,1342049.2546542587,-542079.5956651494,-1451.4484319920175,2362.2710560977357,59559.51418726501,-7382.247284162637,-12972.87035021736,12854.516073255261,-18650.069055627468,509340.9119555591,1165.3774984932352,-2105.5389205251095,-33840.86918338886,13070.243793432164,12854.516073255261,-12726.932584616874,20902.810469651584,-506184.22428394906,-66208.84397452328,58669.86224763678,6002493.875286692,1342049.2546542587,-18650.069055627468,20902.810469651584,542632.9827961298,382016.2160657473,96423.559249823,-126742.29300957648,-5977450.671693167,-542079.5956651494,509340.9119555591,-506184.22428394906,382016.2160657473,-19782349.93208899,-1.0
12.596842411731842,-14.403157103169267,-1304.1163523519892,556.0312946792035,110.03130605505437,-113.02348659323687,857.0333673546081,-2606.624967998088,670.6192933870728,-776.2931291674572,-56315.13662570866,6867.258952318021,3709.1669623021266,-3765.966266300695,17314.62893903172,-109447.9123945857,-776.2931291674572,898.4837915012955,65375.03919782929,-8271.800048976498,-4324.116177426811,4391.3193359003535,-20444.525850380192,127110.17143428103,-56315.13662570866,65375.03919782929,4472677.847844666,-132167.6375626811,-269466.70213444595,272232.37490407116,-900437.7760376437,8617568.16883982,6867.258952318021,-8271.800048976498,-132167.6375626811,-700376.5830387925,-34855.10833634915,37748.11391344442,-782459.5522238379,-126765.75478035794,3709.1669623021266,-4324.116177426811,-269466.70213444595,-34855.10833634915,13631.464482303862,-13617.235680163252,5060.505639914556,-511410.2394169175,-3765.966266300695,4391.3193359003535,272232.37490407116,37748.11391344442,-13617.235680163252,13592.152423622476,-2199.9685599606723,516198.7470429405,17314.62893903172,-20444.525850380192,-900437.7760376437,-782459.5522238379,5060.505639914556,-2199.9685599606723,-748167.3583958168,-1587975.1936482098,-109447.9123945857,127110.17143428103,8617568.16883982,-126765.75478035794,-511410.2394169175,516198.7470429405,-1587975.1936482098,16580362.69025589,1.0
-12.596842411731842,14.403157103169267,1304.1163523519892,-556.0312946792035,-110.03130605505437,113.02348659323687,-857.0333673546081,2606.624967998088,-670.6192933870728,776.2931291674572,56315.13662570866,-6867.258952318021,-3709.1669623021266,3765.966266300695,-17314.62893903172,109447.9123945857,776.2931291674572,-898.4837915012955,-65375.03919782929,8271.800048976498,4324.116177426811,-4391.3193359003535,20444.525850380192,-127110.17143428103,56315.13662570866,-65375.03919782929,-4472677.847844666,132167.6375626811,269466.70213444595,-272232.37490407116,900437.7760376437,-8617568.16883982,-6867.258952318021,8271.800048976498,132167.6375626811,700376.5830387925,34855.10833634915,-37748.11391344442,782459.5522238379,126765.75478035794,-3709.1669623021266,4324.116177426811,269466.70213444595,34855.10833634915,-13631.464482303862,13617.235680163252,-5060.505639914556,511410.2394169175,3765.966266300695,-4391.3193359003535,-272232.37490407116,-37748.11391344442,13617.235680163252,-13592.152423622476,2199.9685599606723,-516198.7470429405,-17314.62893903172,20444.525850380192,900437.7760376437,782459.5522238379,-5060.505639914556,2199.9685599606723,748167.3583958168,1587975.1936482098,109447.9123945857,-127110.17143428103,-8617568.16883982,126765.75478035794,511410.2394169175,-516198.7470429405,1587975.1936482098,-16580362.69025589,-1.0
-30.797691912114132,6.453742524924095,25744.31155199138,548.3729804840161,115.5652681127449,-114.98418186803922,-2.493158673434225,-2121.0537801789806,-2976.03114206921,1593.5859003108624,1713184.788863031,45773.53232824894,3761.1276141447725,-3733.888732115348,86.60781202772125,2946.6165670805203,1593.5859003108624,-537.1961733656244,-1169800.4824159672,-26862.56820668446,-4427.796403899972,4403.787543769179,60.37125623699848,66183.52887327087,1713184.788863031,-1169800.4824159672,-784637433.1355871,-24471858.720425002,-237643.6749523023,229487.9485252973,-135097.28704271326,-55805427.05658496,45773.53232824894,-26862.56820668446,-24471858.720425002,-686530.5638993462,-39889.59888357622,39540.75535730048,-2126.315768262123,-549480.4945570866,3761.1276141447725,-4427.796403899972,-237643.6749523023,-39889.59888357622,13677.51743900652,-13639.990827361547,-924.5341698326968,-521121.2560650652,-3733.888732115348,4403.787543769179,229487.9485252973,39540.75535730048,-13639.990827361547,13602.49579194005,920.5595252277716,519074.4450837686,86.60781202772125,60.37125623699848,-135097.28704271326,-2126.315768262123,-924.5341698326968,920.5595252277716,33.52526547743551,22795.416387163867,2946.6165670805203,66183.52887327087,-55805427.05658496,-549480.4945570866,-521121.2560650652,519074.4450837686,22795.416387163867,14521637.519373024,1.0
30.797691912114132,-6.453742524924095,-25744.31155199138,-548.3729804840161,-115.5652681127449,114.98418186803922,2.493158673434225,2121.0537801789806,2976.03114206921,-1593.5859003108624,-1713184.788863031,-45773.53232824894,-3761.1276141447725,3733.888732115348,-86.60781202772125,-2946.6165670805203,-1593.5859003108624,537.1961733656244,1169800.4824159672,26862.56820668446,4427.796403899972,-4403.787543769179,-60.37125623699848,-66183.52887327087,-1713184.788863031,1169800.4824159672,784637433.1355871,24471858.720425002,237643.6749523023,-229487.9485252973,135097.28704271326,55805427.05658496,-45773.53232824894,26862.56820668446,24471858.720425002,686530.5638993462,39889.59888357622,-39540.75535730048,2126.315768262123,549480.4945570866,-3761.1276141447725,4427.796403899972,237643.6749523023,39889.59888357622,-13677.51743900652,13639.990827361547,924.5341698326968,521121.2560650652,3733.888732115348,-4403.787543769179,-229487.9485252973,-39540.75535730048,13639.990827361547,-13602.49579194005,-920.5595252277716,-519074.4450837686,-86.60781202772125,-60.37125623699848,135097.28704271326,2126.315768262123,924.5341698326968,-920.5595252277716,-33.52526547743551,-22795.416387163867,-2946.6165670805203,-66183.52887327087,55805427.05658496,549480.4945570866,521121.2560650652,-519074.4450837686,-22795.416387163867,-14521637.519373024,-1.0
-19.72418132624638,-8.659200097367552,39068.725529124575,704.768089435056,55.03147379109062,-58.955188472817795,1412.4405203616602,-4305.48914270077,-1687.5638435575638,301.42237524050984,2103307.585712784,44038.45328694147,589.9950798919103,-802.8105638850079,74509.69553139356,-138207.80189762317,301.42237524050984,589.9079038254789,-1141130.9099653366,-17908.627200441348,-2649.0183193014573,2762.9305706011123,-41926.93019802127,166840.25278872612,2103307.585712784,-1141130.9099653366,-1711307988.170827,-42946249.90023456,2289184.9653749336,-2114190.789614146,-58836719.92033989,3226587.4888197165,44038.45328694147,-17908.627200441348,-42946249.90023456,-992550.2798230582,24285.51382048108,-19915.990960472278,-1497933.9514441262,1388976.6232412397,589.9950798919103,-2649.0183193014573,2289184.9653749336,24285.51382048108,9844.414058146693,-10069.916667662388,87030.66405032831,-513376.07625512115,-802.8105638850079,2762.9305706011123,-2114190.789614146,-19915.990960472278,-10069.916667662388,10277.530509009654,-81008.62743029972,512707.5707307583,74509.69553139356,-41926.93019802127,-58836719.92033989,-1497933.9514441262,87030.66405032831,-81008.62743029972,-2017502.6140553267,-217453.61876111367,-138207.80189762317,166840.25278872612,3226587.4888197165,1388976.6232412397,-513376.07625512115,512707.5707307583,-217453.61876111367,20072149.608917482,1.0
19.72418132624638,8.659200097367552,-39068.725529124575,-704.768089435056,-55.03147379109062,58.955188472817795,-1412.4405203616602,4305.48914270077,1687.5638435575638,-301.42237524050984,-2103307.585712784,-44038.45328694147,-589.9950798919103,802.8105638850079,-74509.69553139356,138207.80189762317,-301.42237524050984,-589.9079038254789,1141130.9099653366,17908.627200441348,2649.0183193014573,-2762.9305706011123,41926.93019802127,-166840.25278872612,-2103307.585712784,1141130.9099653366,1711307988.170827,42946249.90023456,-2289184.9653749336,2114190.789614146,58836719.92033989,-3226587.4888197165,-44038.45328694147,17908.627200441348,42946249.90023456,992550.2798230582,-24285.51382048108,19915.990960472278,1497933.9514441262,-1388976.6232412397,-589.9950798919103,2649.0183193014573,-2289184.9653749336,-24285.51382048108,-9844.414058146693,10069.916667662388,-87030.66405032831,513376.07625512115,802.8105638850079,-2762.9305706011123,2114190.789614146,19915.990960472278,10069.916667662388,-10277.530509009654,81008.62743029972,-512707.5707307583,-74509.69553139356,41926.93019802127,58836719.92033989,1497933.9514441262,-87030.66405032831,81008.62743029972,2017502.6140553267,217453.61876111367,138207.80189762317,-166840.25278872612,-3226587.4888197165,-1388976.6232412397,513376.07625512115,-512707.5707307583,217453.61876111367,-20072149.608917482,-1.0
